,pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough,time_duration,duration_in_minutes,trip_hour,trip_day,trip_day_num
3521,2019-03-07 15:16:27,2019-03-07 15:41:14,1,2.54,16.0,2.9,0.0,22.2,yellow,credit card,Lincoln Square East,Upper East Side North,Manhattan,Manhattan,0 days 00:24:47,24.783333333333335,15,Thursday,4
3522,2019-03-23 18:38:00,2019-03-23 18:58:13,1,5.2,18.5,0.0,0.0,21.8,yellow,cash,Astoria,Upper West Side South,Queens,Manhattan,0 days 00:20:13,20.216666666666665,18,Saturday,6
3523,2019-03-06 19:08:16,2019-03-06 19:53:16,1,18.3,52.0,0.0,5.76,65.56,yellow,cash,JFK Airport,Times Sq/Theatre District,Queens,Manhattan,0 days 00:45:00,45.0,19,Wednesday,3
3524,2019-03-05 13:35:45,2019-03-05 14:05:12,1,15.79,52.0,8.0,5.76,66.56,yellow,credit card,Long Island City/Hunters Point,JFK Airport,Queens,Queens,0 days 00:29:27,29.45,13,Tuesday,2
3525,2019-03-29 20:48:40,2019-03-29 21:12:42,1,5.47,20.0,3.57,0.0,29.32,yellow,credit card,Long Island City/Hunters Point,Upper West Side South,Queens,Manhattan,0 days 00:24:02,24.033333333333335,20,Friday,5
3526,2019-03-01 07:35:56,2019-03-01 07:44:37,1,2.4,9.5,2.55,0.0,15.35,yellow,credit card,Yorkville East,Midtown Center,Manhattan,Manhattan,0 days 00:08:41,8.683333333333334,7,Friday,5
3527,2019-03-04 07:07:57,2019-03-04 07:27:00,1,4.1,16.5,1.98,0.0,21.78,yellow,credit card,Manhattan Valley,Midtown Center,Manhattan,Manhattan,0 days 00:19:03,19.05,7,Monday,1
3528,2019-03-16 19:13:27,2019-03-16 19:42:51,1,6.13,24.0,0.0,0.0,27.3,yellow,cash,Union Sq,Astoria,Manhattan,Queens,0 days 00:29:24,29.4,19,Saturday,6
3529,2019-03-29 23:14:09,2019-03-29 23:20:27,2,0.7,6.0,0.0,0.0,9.8,yellow,cash,Upper East Side South,Midtown Center,Manhattan,Manhattan,0 days 00:06:18,6.3,23,Friday,5
3530,2019-03-28 03:28:55,2019-03-28 03:35:08,1,0.88,6.0,0.0,0.0,9.8,yellow,cash,Clinton West,Clinton East,Manhattan,Manhattan,0 days 00:06:13,6.216666666666667,3,Thursday,4
3531,2019-03-02 17:09:20,2019-03-02 17:13:40,6,0.53,5.0,1.0,0.0,9.3,yellow,credit card,East Village,Union Sq,Manhattan,Manhattan,0 days 00:04:20,4.333333333333333,17,Saturday,6
3532,2019-03-07 20:10:44,2019-03-07 20:16:23,1,0.48,5.5,1.86,0.0,11.16,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan,0 days 00:05:39,5.65,20,Thursday,4
3533,2019-03-07 21:47:54,2019-03-07 22:29:35,1,5.9,29.0,6.55,0.0,39.35,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn,0 days 00:41:41,41.68333333333333,21,Thursday,4
3534,2019-03-26 13:23:44,2019-03-26 13:33:27,1,1.6,8.5,2.95,0.0,14.75,yellow,credit card,Upper East Side South,Upper East Side North,Manhattan,Manhattan,0 days 00:09:43,9.716666666666667,13,Tuesday,2
3535,2019-03-09 02:32:51,2019-03-09 02:41:50,1,1.9,8.5,2.46,0.0,14.76,yellow,credit card,Little Italy/NoLiTa,Kips Bay,Manhattan,Manhattan,0 days 00:08:59,8.983333333333333,2,Saturday,6
3536,2019-03-17 14:35:18,2019-03-17 14:50:21,1,3.86,14.5,0.0,0.0,17.8,yellow,cash,Yorkville East,Clinton West,Manhattan,Manhattan,0 days 00:15:03,15.05,14,Sunday,0
3537,2019-03-06 08:30:50,2019-03-06 08:46:39,1,1.47,10.5,1.0,0.0,14.8,yellow,credit card,Kips Bay,Midtown North,Manhattan,Manhattan,0 days 00:15:49,15.816666666666666,8,Wednesday,3
3538,2019-03-20 08:06:52,2019-03-20 08:13:20,1,0.77,6.0,1.86,0.0,11.16,yellow,credit card,Stuy Town/Peter Cooper Village,Gramercy,Manhattan,Manhattan,0 days 00:06:28,6.466666666666667,8,Wednesday,3
3539,2019-03-12 14:43:15,2019-03-12 14:56:18,1,1.1,9.0,1.0,0.0,13.3,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan,0 days 00:13:03,13.05,14,Tuesday,2
3540,2019-03-04 15:45:39,2019-03-04 15:47:46,1,0.6,4.0,1.65,0.0,9.95,yellow,credit card,Upper West Side South,Lincoln Square East,Manhattan,Manhattan,0 days 00:02:07,2.1166666666666667,15,Monday,1
3541,2019-03-10 13:48:07,2019-03-10 14:26:11,1,6.3,27.0,7.58,0.0,37.88,yellow,credit card,Penn Station/Madison Sq West,Crown Heights North,Manhattan,Brooklyn,0 days 00:38:04,38.06666666666667,13,Sunday,0
3542,2019-03-29 20:08:32,2019-03-29 20:20:15,1,2.3,10.0,0.0,0.0,13.8,yellow,cash,Garment District,Lincoln Square West,Manhattan,Manhattan,0 days 00:11:43,11.716666666666667,20,Friday,5
3543,2019-03-06 16:14:11,2019-03-06 16:18:47,6,0.64,5.0,1.36,0.0,8.16,yellow,credit card,Manhattan Valley,Morningside Heights,Manhattan,Manhattan,0 days 00:04:36,4.6,16,Wednesday,3
3544,2019-03-08 17:35:24,2019-03-08 17:48:39,3,1.76,10.0,0.0,0.0,14.3,yellow,cash,Times Sq/Theatre District,Murray Hill,Manhattan,Manhattan,0 days 00:13:15,13.25,17,Friday,5
3545,2019-03-01 07:18:18,2019-03-01 07:30:57,1,2.06,10.0,0.0,0.0,13.3,yellow,cash,Kips Bay,Lenox Hill East,Manhattan,Manhattan,0 days 00:12:39,12.65,7,Friday,5
3546,2019-03-27 19:46:15,2019-03-27 20:03:56,6,3.29,14.0,2.5,0.0,20.8,yellow,credit card,Midtown Center,Central Park,Manhattan,Manhattan,0 days 00:17:41,17.683333333333334,19,Wednesday,3
3547,2019-03-16 08:17:44,2019-03-16 08:36:01,1,10.11,29.0,5.96,0.0,35.76,yellow,credit card,Brooklyn Heights,LaGuardia Airport,Brooklyn,Queens,0 days 00:18:17,18.283333333333335,8,Saturday,6
3548,2019-03-02 10:39:57,2019-03-02 10:43:58,1,0.52,5.0,1.45,0.0,7.25,yellow,credit card,Manhattan Valley,Bloomingdale,Manhattan,Manhattan,0 days 00:04:01,4.016666666666667,10,Saturday,6
3549,2019-03-05 12:16:48,2019-03-05 12:23:48,3,0.7,6.5,2.9,0.0,12.7,yellow,credit card,Penn Station/Madison Sq West,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:07:00,7.0,12,Tuesday,2
3550,2019-03-15 00:05:25,2019-03-15 00:16:54,2,2.3,10.0,2.75,0.0,16.55,yellow,credit card,Times Sq/Theatre District,Gramercy,Manhattan,Manhattan,0 days 00:11:29,11.483333333333333,0,Friday,5
3551,2019-03-20 17:49:03,2019-03-20 18:09:08,3,2.32,14.0,4.58,0.0,22.88,yellow,credit card,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan,0 days 00:20:05,20.083333333333332,17,Wednesday,3
3552,2019-03-28 18:32:31,2019-03-28 18:47:28,1,1.27,10.5,2.96,0.0,17.76,yellow,credit card,Union Sq,West Village,Manhattan,Manhattan,0 days 00:14:57,14.95,18,Thursday,4
3553,2019-03-29 10:52:50,2019-03-29 10:55:39,1,0.59,4.0,0.73,0.0,8.03,yellow,credit card,Kips Bay,Gramercy,Manhattan,Manhattan,0 days 00:02:49,2.816666666666667,10,Friday,5
3554,2019-03-02 00:07:45,2019-03-02 00:10:37,1,0.44,4.0,0.0,0.0,7.8,yellow,cash,West Village,Meatpacking/West Village West,Manhattan,Manhattan,0 days 00:02:52,2.8666666666666667,0,Saturday,6
3555,2019-03-05 23:52:33,2019-03-06 00:03:32,1,1.7,9.5,0.0,0.0,10.8,yellow,cash,Williamsburg (South Side),Bushwick North,Brooklyn,Brooklyn,0 days 00:10:59,10.983333333333333,23,Tuesday,2
3556,2019-03-14 17:49:57,2019-03-14 18:19:18,2,3.4,19.5,0.0,0.0,23.8,yellow,cash,Union Sq,Lincoln Square West,Manhattan,Manhattan,0 days 00:29:21,29.35,17,Thursday,4
3557,2019-03-24 02:35:51,2019-03-24 02:42:12,1,2.4,8.5,2.46,0.0,14.76,yellow,credit card,Lenox Hill West,Kips Bay,Manhattan,Manhattan,0 days 00:06:21,6.35,2,Sunday,0
3558,2019-03-26 12:51:32,2019-03-26 12:57:04,1,0.93,5.5,1.76,0.0,10.56,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan,0 days 00:05:32,5.533333333333333,12,Tuesday,2
3559,2019-03-30 23:37:42,2019-03-30 23:45:25,1,1.0,7.0,2.16,0.0,12.96,yellow,credit card,Union Sq,Penn Station/Madison Sq West,Manhattan,Manhattan,0 days 00:07:43,7.716666666666667,23,Saturday,6
3560,2019-03-22 23:17:34,2019-03-22 23:24:29,1,1.1,6.5,0.52,0.0,10.82,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan,0 days 00:06:55,6.916666666666667,23,Friday,5
3561,2019-03-30 20:56:28,2019-03-30 21:10:22,2,1.2,9.5,2.65,0.0,15.95,yellow,credit card,Meatpacking/West Village West,East Village,Manhattan,Manhattan,0 days 00:13:54,13.9,20,Saturday,6
3562,2019-03-13 10:02:04,2019-03-13 10:15:35,1,1.75,10.0,1.5,0.0,14.8,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan,0 days 00:13:31,13.516666666666667,10,Wednesday,3
3563,2019-03-14 13:38:54,2019-03-14 13:56:16,1,1.3,11.5,2.0,0.0,16.8,yellow,credit card,Flatiron,Clinton East,Manhattan,Manhattan,0 days 00:17:22,17.366666666666667,13,Thursday,4
3564,2019-03-29 08:17:31,2019-03-29 08:22:53,1,0.7,5.5,0.0,0.0,8.8,yellow,cash,East Chelsea,West Village,Manhattan,Manhattan,0 days 00:05:22,5.366666666666666,8,Friday,5
3565,2019-03-01 07:00:35,2019-03-01 07:05:11,1,0.86,5.0,1.66,0.0,9.96,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan,0 days 00:04:36,4.6,7,Friday,5
3566,2019-03-10 07:57:41,2019-03-10 08:02:31,1,1.0,5.5,1.75,0.0,10.55,yellow,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan,0 days 00:04:50,4.833333333333333,7,Sunday,0
3567,2019-03-03 18:15:18,2019-03-03 18:21:35,1,0.93,6.0,1.86,0.0,11.16,yellow,credit card,Greenwich Village North,East Village,Manhattan,Manhattan,0 days 00:06:17,6.283333333333333,18,Sunday,0
3568,2019-03-15 08:39:34,2019-03-15 08:48:26,1,1.32,7.5,1.5,0.0,12.3,yellow,credit card,Murray Hill,Midtown Center,Manhattan,Manhattan,0 days 00:08:52,8.866666666666667,8,Friday,5
3569,2019-03-20 14:44:44,2019-03-20 15:54:52,3,17.1,52.0,8.0,0.0,63.3,yellow,credit card,Chinatown,JFK Airport,Manhattan,Queens,0 days 01:10:08,70.13333333333334,14,Wednesday,3
3570,2019-03-22 12:46:38,2019-03-22 13:25:50,3,16.33,52.0,0.0,5.76,61.06,yellow,cash,Midtown East,JFK Airport,Manhattan,Queens,0 days 00:39:12,39.2,12,Friday,5
3571,2019-03-22 16:47:41,2019-03-22 16:47:50,1,0.81,66.0,0.0,0.0,66.8,yellow,credit card,JFK Airport,JFK Airport,Queens,Queens,0 days 00:00:09,0.15,16,Friday,5
3572,2019-03-20 20:08:40,2019-03-20 20:13:30,1,0.85,5.0,0.0,0.0,8.8,yellow,cash,Lenox Hill West,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:04:50,4.833333333333333,20,Wednesday,3
3573,2019-03-23 16:03:06,2019-03-23 16:08:09,1,0.8,5.5,0.0,0.0,8.8,yellow,cash,West Village,TriBeCa/Civic Center,Manhattan,Manhattan,0 days 00:05:03,5.05,16,Saturday,6
3574,2019-03-06 23:08:11,2019-03-06 23:12:58,1,0.7,5.0,1.75,0.0,10.55,yellow,credit card,Clinton West,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:04:47,4.783333333333333,23,Wednesday,3
3575,2019-03-20 12:19:59,2019-03-20 12:30:59,2,1.9,9.5,3.2,0.0,16.0,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan,0 days 00:11:00,11.0,12,Wednesday,3
3576,2019-03-31 14:20:39,2019-03-31 14:27:25,2,1.1,7.0,1.0,0.0,11.3,yellow,credit card,Manhattan Valley,Upper West Side South,Manhattan,Manhattan,0 days 00:06:46,6.766666666666667,14,Sunday,0
3577,2019-03-26 13:32:15,2019-03-26 13:55:01,2,2.11,15.0,0.0,0.0,18.3,yellow,cash,Financial District South,Lower East Side,Manhattan,Manhattan,0 days 00:22:46,22.766666666666666,13,Tuesday,2
3578,2019-03-11 17:47:32,2019-03-11 18:06:32,1,2.3,13.0,3.45,0.0,20.75,yellow,credit card,Midtown Center,Greenwich Village South,Manhattan,Manhattan,0 days 00:19:00,19.0,17,Monday,1
3579,2019-03-16 13:45:13,2019-03-16 14:38:45,2,20.73,52.0,13.82,0.0,69.12,yellow,credit card,JFK Airport,TriBeCa/Civic Center,Queens,Manhattan,0 days 00:53:32,53.53333333333333,13,Saturday,6
3580,2019-03-22 10:18:55,2019-03-22 10:48:36,2,6.7,25.5,5.75,0.0,34.55,yellow,credit card,Midtown East,Battery Park City,Manhattan,Manhattan,0 days 00:29:41,29.683333333333334,10,Friday,5
3581,2019-03-14 00:01:56,2019-03-14 00:20:57,1,3.6,15.0,3.75,0.0,22.55,yellow,credit card,Midtown North,Little Italy/NoLiTa,Manhattan,Manhattan,0 days 00:19:01,19.016666666666666,0,Thursday,4
3582,2019-03-27 10:00:53,2019-03-27 10:10:00,4,0.7,7.5,2.15,0.0,12.95,yellow,credit card,Clinton East,Clinton East,Manhattan,Manhattan,0 days 00:09:07,9.116666666666667,10,Wednesday,3
3583,2019-03-02 14:49:24,2019-03-02 14:54:12,1,1.02,5.5,0.0,0.0,8.8,yellow,cash,Midtown East,Upper East Side North,Manhattan,Manhattan,0 days 00:04:48,4.8,14,Saturday,6
3584,2019-03-10 18:16:59,2019-03-10 18:25:22,1,1.81,8.5,1.77,0.0,13.57,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan,0 days 00:08:23,8.383333333333333,18,Sunday,0
3585,2019-03-28 18:47:12,2019-03-28 18:53:41,3,1.06,6.5,1.08,0.0,11.88,yellow,credit card,Times Sq/Theatre District,Lincoln Square East,Manhattan,Manhattan,0 days 00:06:29,6.483333333333333,18,Thursday,4
3586,2019-03-14 20:32:05,2019-03-14 20:48:18,1,2.48,12.0,3.16,0.0,18.96,yellow,credit card,Midtown South,Upper East Side South,Manhattan,Manhattan,0 days 00:16:13,16.216666666666665,20,Thursday,4
3587,2019-03-04 09:09:57,2019-03-04 09:20:02,1,1.43,8.5,2.95,0.0,14.75,yellow,credit card,Upper West Side North,Morningside Heights,Manhattan,Manhattan,0 days 00:10:05,10.083333333333334,9,Monday,1
3588,2019-03-11 09:07:32,2019-03-11 09:28:16,1,2.3,14.0,2.6,0.0,19.9,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:20:44,20.733333333333334,9,Monday,1
3589,2019-03-29 22:32:51,2019-03-29 23:08:18,1,7.29,29.5,0.0,0.0,33.3,yellow,credit card,Flatiron,Bushwick South,Manhattan,Brooklyn,0 days 00:35:27,35.45,22,Friday,5
3590,2019-03-25 09:54:53,2019-03-25 10:04:18,2,1.53,7.5,2.16,0.0,12.96,yellow,credit card,Upper West Side South,Clinton West,Manhattan,Manhattan,0 days 00:09:25,9.416666666666666,9,Monday,1
3591,2019-03-08 09:39:40,2019-03-08 09:57:44,1,1.75,12.5,3.95,0.0,19.75,yellow,credit card,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan,0 days 00:18:04,18.066666666666666,9,Friday,5
3592,2019-03-16 00:44:11,2019-03-16 00:51:23,1,0.93,6.5,0.0,0.0,10.3,yellow,cash,Midtown South,Clinton East,Manhattan,Manhattan,0 days 00:07:12,7.2,0,Saturday,6
3593,2019-03-27 18:35:15,2019-03-27 18:44:27,6,0.81,7.5,2.36,0.0,14.16,yellow,credit card,Murray Hill,Garment District,Manhattan,Manhattan,0 days 00:09:12,9.2,18,Wednesday,3
3594,2019-03-18 17:38:00,2019-03-18 17:45:46,1,1.3,7.5,0.0,0.0,11.8,yellow,cash,Lenox Hill East,Yorkville West,Manhattan,Manhattan,0 days 00:07:46,7.766666666666667,17,Monday,1
3595,2019-03-07 08:19:19,2019-03-07 08:41:55,1,1.9,14.5,3.55,0.0,21.35,yellow,credit card,Upper West Side South,Central Park,Manhattan,Manhattan,0 days 00:22:36,22.6,8,Thursday,4
3596,2019-03-09 16:42:52,2019-03-09 16:58:29,4,1.58,11.5,0.0,0.0,14.8,yellow,cash,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan,0 days 00:15:37,15.616666666666667,16,Saturday,6
3597,2019-03-14 16:50:07,2019-03-14 17:07:03,1,2.06,12.5,2.52,0.0,19.32,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan,0 days 00:16:56,16.933333333333334,16,Thursday,4
3598,2019-03-07 20:18:57,2019-03-07 20:27:03,1,0.51,6.5,0.0,0.0,10.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan,0 days 00:08:06,8.1,20,Thursday,4
3599,2019-03-19 21:40:31,2019-03-19 22:20:41,1,12.0,39.0,8.55,0.0,51.35,yellow,credit card,Penn Station/Madison Sq West,East Williamsburg,Manhattan,Brooklyn,0 days 00:40:10,40.166666666666664,21,Tuesday,2
3600,2019-03-16 20:59:08,2019-03-16 21:28:44,2,3.2,19.0,0.0,0.0,22.8,yellow,cash,Little Italy/NoLiTa,Midtown Center,Manhattan,Manhattan,0 days 00:29:36,29.6,20,Saturday,6
3601,2019-03-03 21:15:32,2019-03-03 21:40:15,1,2.33,16.0,0.01,0.0,19.81,yellow,credit card,Midtown South,Flatiron,Manhattan,Manhattan,0 days 00:24:43,24.716666666666665,21,Sunday,0
3602,2019-03-01 08:40:42,2019-03-01 08:53:17,1,1.93,10.0,2.66,0.0,15.96,yellow,credit card,Lenox Hill East,Midtown East,Manhattan,Manhattan,0 days 00:12:35,12.583333333333334,8,Friday,5
3603,2019-03-01 13:07:27,2019-03-01 13:12:32,1,1.49,6.5,1.96,0.0,11.76,yellow,credit card,Battery Park City,Financial District South,Manhattan,Manhattan,0 days 00:05:05,5.083333333333333,13,Friday,5
3604,2019-03-26 07:49:30,2019-03-26 08:15:47,1,2.83,17.0,4.06,0.0,24.36,yellow,credit card,Clinton East,Gramercy,Manhattan,Manhattan,0 days 00:26:17,26.283333333333335,7,Tuesday,2
3605,2019-03-27 14:20:15,2019-03-27 14:31:48,3,1.46,9.0,2.46,0.0,14.76,yellow,credit card,TriBeCa/Civic Center,Union Sq,Manhattan,Manhattan,0 days 00:11:33,11.55,14,Wednesday,3
3606,2019-03-12 16:58:15,2019-03-12 17:12:01,1,2.11,11.5,0.0,0.0,15.8,yellow,cash,Upper East Side South,East Harlem South,Manhattan,Manhattan,0 days 00:13:46,13.766666666666667,16,Tuesday,2
3607,2019-03-15 01:36:14,2019-03-15 01:58:53,2,10.85,32.5,10.89,0.0,47.19,yellow,credit card,East Village,Inwood,Manhattan,Manhattan,0 days 00:22:39,22.65,1,Friday,5
3608,2019-03-03 04:17:10,2019-03-03 04:37:33,1,5.27,19.5,4.66,0.0,27.96,yellow,credit card,Penn Station/Madison Sq West,Central Harlem,Manhattan,Manhattan,0 days 00:20:23,20.383333333333333,4,Sunday,0
3609,2019-03-20 18:20:39,2019-03-20 18:40:31,1,1.51,12.5,3.36,0.0,20.16,yellow,credit card,Penn Station/Madison Sq West,Midtown Center,Manhattan,Manhattan,0 days 00:19:52,19.866666666666667,18,Wednesday,3
3610,2019-03-23 06:37:24,2019-03-23 06:45:15,1,1.2,7.0,0.0,0.0,10.3,yellow,cash,Gramercy,Union Sq,Manhattan,Manhattan,0 days 00:07:51,7.85,6,Saturday,6
3611,2019-03-20 19:34:37,2019-03-20 20:03:00,1,5.07,21.5,5.16,0.0,30.96,yellow,credit card,Upper East Side South,Central Harlem,Manhattan,Manhattan,0 days 00:28:23,28.383333333333333,19,Wednesday,3
3612,2019-03-24 23:19:57,2019-03-24 23:32:02,3,3.1,11.5,2.75,0.0,18.05,yellow,credit card,Midtown East,West Village,Manhattan,Manhattan,0 days 00:12:05,12.083333333333334,23,Sunday,0
3613,2019-03-18 05:05:31,2019-03-18 05:16:08,1,6.47,19.0,0.0,0.0,22.8,yellow,cash,Kips Bay,Columbia Street,Manhattan,Brooklyn,0 days 00:10:37,10.616666666666667,5,Monday,1
3614,2019-03-20 23:17:59,2019-03-20 23:38:08,1,5.81,21.0,4.96,0.0,29.76,yellow,credit card,Little Italy/NoLiTa,West Chelsea/Hudson Yards,Manhattan,Manhattan,0 days 00:20:09,20.15,23,Wednesday,3
3615,2019-03-17 17:39:25,2019-03-17 17:51:54,5,2.9,11.5,3.7,0.0,18.5,yellow,credit card,Midtown Center,Upper West Side North,Manhattan,Manhattan,0 days 00:12:29,12.483333333333333,17,Sunday,0
3616,2019-03-14 11:52:51,2019-03-14 12:00:29,1,1.2,7.0,0.0,0.0,10.3,yellow,cash,Clinton East,Upper East Side South,Manhattan,Manhattan,0 days 00:07:38,7.633333333333334,11,Thursday,4
3617,2019-03-12 12:23:29,2019-03-12 13:09:16,1,10.47,40.0,9.81,5.76,58.87,yellow,credit card,LaGuardia Airport,East Chelsea,Queens,Manhattan,0 days 00:45:47,45.78333333333333,12,Tuesday,2
3618,2019-03-12 12:39:05,2019-03-12 12:50:56,1,1.3,9.0,2.0,0.0,14.3,yellow,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan,0 days 00:11:51,11.85,12,Tuesday,2
3619,2019-03-21 14:35:39,2019-03-21 15:44:45,1,16.99,52.0,7.0,5.76,68.06,yellow,credit card,Times Sq/Theatre District,JFK Airport,Manhattan,Queens,0 days 01:09:06,69.1,14,Thursday,4
3620,2019-03-11 13:33:11,2019-03-11 13:51:39,2,4.28,17.0,5.17,5.54,31.01,yellow,credit card,Financial District North,Park Slope,Manhattan,Brooklyn,0 days 00:18:28,18.466666666666665,13,Monday,1
3621,2019-03-29 19:42:58,2019-03-29 19:46:53,2,0.51,4.5,0.0,0.0,8.8,yellow,cash,Penn Station/Madison Sq West,Flatiron,Manhattan,Manhattan,0 days 00:03:55,3.9166666666666665,19,Friday,5
3622,2019-03-28 21:22:56,2019-03-28 21:42:33,1,3.18,14.5,3.66,0.0,21.96,yellow,credit card,Midtown Center,SoHo,Manhattan,Manhattan,0 days 00:19:37,19.616666666666667,21,Thursday,4
3623,2019-03-07 14:10:37,2019-03-07 14:28:08,1,5.74,19.0,4.46,0.0,26.76,yellow,credit card,Financial District South,Midtown Center,Manhattan,Manhattan,0 days 00:17:31,17.516666666666666,14,Thursday,4
3624,2019-03-20 08:58:41,2019-03-20 09:11:17,1,1.11,9.0,2.0,0.0,14.3,yellow,credit card,Murray Hill,Midtown South,Manhattan,Manhattan,0 days 00:12:36,12.6,8,Wednesday,3
3625,2019-03-27 14:26:26,2019-03-27 14:53:09,5,1.71,16.5,3.0,0.0,22.8,yellow,credit card,Midtown Center,Lenox Hill East,Manhattan,Manhattan,0 days 00:26:43,26.716666666666665,14,Wednesday,3
3626,2019-03-20 18:24:19,2019-03-20 18:52:14,5,3.3,18.5,0.0,0.0,22.8,yellow,cash,Penn Station/Madison Sq West,Upper East Side North,Manhattan,Manhattan,0 days 00:27:55,27.916666666666668,18,Wednesday,3
3627,2019-03-17 00:46:22,2019-03-17 00:50:46,0,1.0,5.5,1.0,0.0,10.3,yellow,credit card,Meatpacking/West Village West,Flatiron,Manhattan,Manhattan,0 days 00:04:24,4.4,0,Sunday,0
3628,2019-03-01 19:38:12,2019-03-01 20:10:04,2,8.7,31.0,10.25,5.76,51.31,yellow,credit card,LaGuardia Airport,Upper West Side North,Queens,Manhattan,0 days 00:31:52,31.866666666666667,19,Friday,5
3629,2019-03-24 14:56:51,2019-03-24 15:16:25,1,3.38,14.5,0.02,0.0,17.82,yellow,credit card,Boerum Hill,SoHo,Brooklyn,Manhattan,0 days 00:19:34,19.566666666666666,14,Sunday,0
3630,2019-03-13 13:00:49,2019-03-13 13:12:10,0,1.2,8.5,2.95,0.0,14.75,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan,0 days 00:11:21,11.35,13,Wednesday,3
3631,2019-03-09 12:32:22,2019-03-09 12:41:02,1,1.52,8.0,1.0,0.0,12.3,yellow,credit card,Garment District,Clinton East,Manhattan,Manhattan,0 days 00:08:40,8.666666666666666,12,Saturday,6
3632,2019-03-27 16:19:22,2019-03-27 16:40:01,1,2.8,15.0,3.85,0.0,23.15,yellow,credit card,Upper East Side North,Murray Hill,Manhattan,Manhattan,0 days 00:20:39,20.65,16,Wednesday,3
3633,2019-03-08 00:34:17,2019-03-08 00:38:14,5,0.72,5.0,1.76,0.0,10.56,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan,0 days 00:03:57,3.95,0,Friday,5
3634,2019-03-12 10:27:13,2019-03-12 10:42:12,1,1.26,10.0,2.66,0.0,15.96,yellow,credit card,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan,0 days 00:14:59,14.983333333333333,10,Tuesday,2
3635,2019-03-11 07:59:16,2019-03-11 08:05:35,1,1.6,7.5,0.0,0.0,10.8,yellow,cash,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan,0 days 00:06:19,6.316666666666666,7,Monday,1
3636,2019-03-13 08:47:15,2019-03-13 09:05:17,1,2.3,13.0,0.0,0.0,16.3,yellow,cash,Flatiron,Central Park,Manhattan,Manhattan,0 days 00:18:02,18.033333333333335,8,Wednesday,3
3637,2019-03-19 16:08:42,2019-03-19 16:11:58,5,0.68,4.5,1.76,0.0,10.56,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan,0 days 00:03:16,3.2666666666666666,16,Tuesday,2
3638,2019-03-16 02:06:18,2019-03-16 02:15:57,1,1.8,8.5,0.0,0.0,12.3,yellow,credit card,Meatpacking/West Village West,Kips Bay,Manhattan,Manhattan,0 days 00:09:39,9.65,2,Saturday,6
3639,2019-03-18 22:44:34,2019-03-18 22:53:32,1,5.7,52.0,12.5,5.76,73.56,yellow,credit card,Steinway,East Harlem South,Queens,Manhattan,0 days 00:08:58,8.966666666666667,22,Monday,1
3640,2019-03-22 07:54:09,2019-03-22 09:05:13,1,16.42,52.0,0.0,12.5,67.8,yellow,cash,JFK Airport,Murray Hill,Queens,Manhattan,0 days 01:11:04,71.06666666666666,7,Friday,5
3641,2019-03-27 21:05:28,2019-03-27 21:11:15,2,0.9,5.5,0.0,0.0,9.3,yellow,cash,Upper East Side North,Lenox Hill East,Manhattan,Manhattan,0 days 00:05:47,5.783333333333333,21,Wednesday,3
3642,2019-03-18 08:07:42,2019-03-18 08:12:56,2,0.96,5.5,0.0,0.0,8.8,yellow,cash,Clinton East,East Chelsea,Manhattan,Manhattan,0 days 00:05:14,5.233333333333333,8,Monday,1
